CompanyCode,Plant,Material,Quantity,Amount,Currency,DocumentType,PostingDate,CostCenter,ProfitCenter,GLAccount,Vendor,Customer,FiscalYear,FiscalPeriod,DocumentNumber
COMP_A,PLANT_4,MAT_00086,263.73,9635.88,EUR,SO,2024-12-13,CC_1006,PC_107,G/L_40064,,CUST_50001,2024,12,DOC_18030745
COMP_B,PLANT_3,MAT_00007,609.66,9995.61,EUR,GR,2024-03-17,CC_1019,PC_108,G/L_40039,VEND_10080,,2024,3,DOC_81840075
COMP_A,PLANT_5,MAT_00009,494.15,356.22,EUR,SO,2023-10-09,CC_1010,PC_105,G/L_40080,,CUST_50007,2023,10,DOC_04294850
COMP_C,PLANT_5,MAT_00027,488.65,373.31,EUR,GR,2025-04-04,CC_1008,PC_109,G/L_40079,VEND_10007,,2025,4,DOC_83199549
COMP_B,PLANT_1,MAT_00064,714.4,6119.94,EUR,INV,2024-08-12,CC_1004,PC_110,G/L_40059,VEND_10018,CUST_50014,2024,8,DOC_68566545
COMP_B,PLANT_4,MAT_00099,878.61,1186.4,EUR,GR,2024-01-23,CC_1018,PC_102,G/L_40082,VEND_10013,,2024,1,DOC_05606659
COMP_B,PLANT_3,MAT_00092,311.77,5953.73,EUR,INV,2023-11-15,CC_1003,PC_106,G/L_40062,VEND_10034,CUST_50098,2023,11,DOC_07382462
COMP_D,PLANT_2,MAT_00071,292.44,3711.82,EUR,SO,2024-04-22,CC_1014,PC_106,G/L_40038,,CUST_50020,2024,4,DOC_58954625
COMP_A,PLANT_5,MAT_00058,475.72,2565.76,EUR,PO,2025-05-26,CC_1013,PC_102,G/L_40001,VEND_10011,,2025,5,DOC_95580264
COMP_B,PLANT_2,MAT_00019,607.41,7309.31,EUR,SO,2023-11-11,CC_1006,PC_106,G/L_40027,,CUST_50093,2023,11,DOC_72837291
COMP_A,PLANT_5,MAT_00048,219.42,3607.52,EUR,GI,2024-12-21,CC_1019,PC_102,G/L_40085,,CUST_50011,2024,12,DOC_11470662
COMP_A,PLANT_1,MAT_00002,531.97,5097.64,EUR,GR,2023-10-10,CC_1009,PC_106,G/L_40034,VEND_10044,,2023,10,DOC_35044100
COMP_B,PLANT_4,MAT_00078,495.66,5939.03,EUR,INV,2024-06-06,CC_1007,PC_103,G/L_40089,VEND_10061,CUST_50052,2024,6,DOC_20881281
COMP_C,PLANT_2,MAT_00017,446.75,9658.98,EUR,INV,2024-01-12,CC_1018,PC_110,G/L_40017,VEND_10003,CUST_50085,2024,1,DOC_14086694
COMP_D,PLANT_2,MAT_00079,728.25,3881.49,EUR,GR,2025-01-19,CC_1011,PC_105,G/L_40030,VEND_10037,,2025,1,DOC_18480817
COMP_A,PLANT_1,MAT_00088,199.28,6841.18,EUR,PO,2024-07-24,CC_1007,PC_104,G/L_40040,VEND_10082,,2024,7,DOC_13581004
COMP_A,PLANT_2,MAT_00079,134.11,6807.31,EUR,GR,2024-07-13,CC_1017,PC_103,G/L_40046,VEND_10037,,2024,7,DOC_04947447
COMP_A,PLANT_2,MAT_00097,191.35,1928.91,EUR,SO,2024-05-05,CC_1018,PC_103,G/L_40023,,CUST_50077,2024,5,DOC_22769825
COMP_A,PLANT_2,MAT_00021,915.71,664.32,EUR,GR,2025-03-31,CC_1010,PC_105,G/L_40076,VEND_10041,,2025,3,DOC_17792351
COMP_B,PLANT_1,MAT_00032,644.32,558.65,EUR,PO,2024-08-04,CC_1009,PC_108,G/L_40045,VEND_10064,,2024,8,DOC_72709642
COMP_C,PLANT_1,MAT_00014,362.73,1509.67,EUR,GI,2025-03-03,CC_1015,PC_105,G/L_40049,,CUST_50075,2025,3,DOC_32924773
COMP_B,PLANT_1,MAT_00054,590.14,6418.31,EUR,GI,2025-03-06,CC_1001,PC_102,G/L_40011,,CUST_50089,2025,3,DOC_45439980
COMP_C,PLANT_1,MAT_00014,768.1,5395.26,EUR,SO,2025-03-13,CC_1013,PC_102,G/L_40097,,CUST_50003,2025,3,DOC_63721311
COMP_B,PLANT_2,MAT_00058,895.56,8928.76,EUR,GR,2025-03-10,CC_1008,PC_101,G/L_40031,VEND_10031,,2025,3,DOC_27059599
COMP_C,PLANT_2,MAT_00070,654.57,5753.5,EUR,GR,2024-06-05,CC_1001,PC_102,G/L_40039,VEND_10057,,2024,6,DOC_60634751
COMP_A,PLANT_2,MAT_00092,765.06,4528.49,EUR,GR,2023-12-20,CC_1020,PC_109,G/L_40086,VEND_10019,,2023,12,DOC_33670368
COMP_D,PLANT_3,MAT_00042,23.08,3666.38,EUR,PO,2023-12-31,CC_1002,PC_106,G/L_40087,VEND_10091,,2023,12,DOC_89562594
COMP_B,PLANT_2,MAT_00089,618.23,4596.52,EUR,SO,2025-04-23,CC_1020,PC_109,G/L_40078,,CUST_50006,2025,4,DOC_93240438
COMP_A,PLANT_1,MAT_00088,556.48,8115.42,EUR,SO,2025-05-08,CC_1016,PC_110,G/L_40063,,CUST_50088,2025,5,DOC_59089292
COMP_A,PLANT_3,MAT_00008,767.25,3690.81,EUR,PO,2025-04-17,CC_1019,PC_110,G/L_40077,VEND_10050,,2025,4,DOC_04670326
COMP_C,PLANT_3,MAT_00081,918.64,9250.82,EUR,GR,2024-01-06,CC_1008,PC_108,G/L_40012,VEND_10034,,2024,1,DOC_42031524
COMP_B,PLANT_4,MAT_00091,504.28,7850.13,EUR,INV,2024-04-25,CC_1008,PC_105,G/L_40085,VEND_10077,CUST_50095,2024,4,DOC_08241764
COMP_A,PLANT_4,MAT_00072,814.1,8498.15,EUR,PO,2025-06-14,CC_1009,PC_109,G/L_40074,VEND_10098,,2025,6,DOC_24810979
COMP_C,PLANT_3,MAT_00059,379.93,2678.09,EUR,SO,2025-01-12,CC_1008,PC_105,G/L_40068,,CUST_50052,2025,1,DOC_12509409
COMP_A,PLANT_2,MAT_00025,521.54,6881.96,EUR,INV,2025-02-20,CC_1007,PC_102,G/L_40080,VEND_10037,CUST_50065,2025,2,DOC_65478089
COMP_C,PLANT_3,MAT_00091,567.47,9215.06,EUR,PO,2025-05-06,CC_1003,PC_104,G/L_40089,VEND_10079,,2025,5,DOC_49088358
COMP_C,PLANT_2,MAT_00069,483.56,3335.25,EUR,PO,2024-11-09,CC_1010,PC_110,G/L_40056,VEND_10011,,2024,11,DOC_00756075
COMP_D,PLANT_1,MAT_00045,991.6,1085.33,EUR,INV,2024-10-30,CC_1012,PC_101,G/L_40087,VEND_10062,CUST_50046,2024,10,DOC_67704170
COMP_B,PLANT_5,MAT_00036,655.77,7356.4,EUR,SO,2024-11-27,CC_1012,PC_108,G/L_40081,,CUST_50050,2024,11,DOC_64555493
COMP_B,PLANT_5,MAT_00075,181.3,62.28,EUR,SO,2023-08-29,CC_1019,PC_103,G/L_40016,,CUST_50076,2023,8,DOC_78716275
COMP_A,PLANT_2,MAT_00052,426.0,5557.73,EUR,GI,2024-09-10,CC_1006,PC_101,G/L_40019,,CUST_50074,2024,9,DOC_99464207
COMP_A,PLANT_2,MAT_00050,219.78,902.58,EUR,INV,2024-11-20,CC_1019,PC_105,G/L_40067,VEND_10010,CUST_50038,2024,11,DOC_86286364
COMP_A,PLANT_2,MAT_00053,902.47,7206.16,EUR,GR,2024-04-13,CC_1013,PC_103,G/L_40014,VEND_10033,,2024,4,DOC_50286827
COMP_C,PLANT_1,MAT_00023,551.07,2996.02,EUR,SO,2024-09-27,CC_1012,PC_107,G/L_40013,,CUST_50017,2024,9,DOC_65603427
COMP_D,PLANT_3,MAT_00045,435.47,1637.76,EUR,PO,2025-02-05,CC_1015,PC_109,G/L_40058,VEND_10011,,2025,2,DOC_08396969
COMP_D,PLANT_2,MAT_00014,504.58,2533.79,EUR,INV,2023-12-02,CC_1012,PC_103,G/L_40087,VEND_10021,CUST_50073,2023,12,DOC_06735770
COMP_C,PLANT_3,MAT_00032,531.56,452.22,EUR,GI,2024-10-03,CC_1006,PC_104,G/L_40026,,CUST_50001,2024,10,DOC_96973333
COMP_D,PLANT_1,MAT_00013,801.7,7846.99,EUR,PO,2023-08-22,CC_1004,PC_106,G/L_40031,VEND_10099,,2023,8,DOC_45577768
COMP_A,PLANT_2,MAT_00040,23.48,1442.59,EUR,GR,2024-08-04,CC_1012,PC_109,G/L_40020,VEND_10009,,2024,8,DOC_06050420
COMP_B,PLANT_5,MAT_00070,353.25,2405.84,EUR,INV,2024-07-17,CC_1019,PC_102,G/L_40058,VEND_10073,CUST_50017,2024,7,DOC_79633721
COMP_C,PLANT_2,MAT_00061,834.05,9125.2,EUR,INV,2024-11-08,CC_1020,PC_106,G/L_40076,VEND_10057,CUST_50064,2024,11,DOC_31817269
COMP_C,PLANT_2,MAT_00020,31.11,9735.91,EUR,GR,2024-06-09,CC_1018,PC_106,G/L_40053,VEND_10003,,2024,6,DOC_72805876
COMP_A,PLANT_4,MAT_00013,438.68,750.23,EUR,INV,2024-03-13,CC_1010,PC_107,G/L_40074,VEND_10014,CUST_50092,2024,3,DOC_61218908
COMP_A,PLANT_1,MAT_00021,180.82,3902.74,EUR,PO,2023-12-31,CC_1014,PC_109,G/L_40080,VEND_10088,,2023,12,DOC_39422063
COMP_A,PLANT_1,MAT_00060,817.96,3328.3,EUR,INV,2024-10-02,CC_1018,PC_101,G/L_40053,VEND_10078,CUST_50041,2024,10,DOC_75563647
COMP_B,PLANT_5,MAT_00059,934.28,4324.4,EUR,SO,2024-03-12,CC_1006,PC_103,G/L_40036,,CUST_50036,2024,3,DOC_19714633
COMP_A,PLANT_2,MAT_00041,181.33,2495.76,EUR,GI,2024-04-24,CC_1006,PC_110,G/L_40005,,CUST_50001,2024,4,DOC_98755665
COMP_A,PLANT_3,MAT_00081,951.79,8207.09,EUR,SO,2024-01-18,CC_1002,PC_104,G/L_40024,,CUST_50091,2024,1,DOC_75524366
COMP_B,PLANT_5,MAT_00014,676.98,5110.98,EUR,SO,2023-07-23,CC_1010,PC_101,G/L_40088,,CUST_50093,2023,7,DOC_73898672
COMP_D,PLANT_5,MAT_00065,169.84,8790.69,EUR,PO,2025-01-11,CC_1017,PC_109,G/L_40075,VEND_10042,,2025,1,DOC_75336376
COMP_B,PLANT_5,MAT_00043,806.23,8210.6,EUR,GI,2024-12-12,CC_1002,PC_102,G/L_40051,,CUST_50068,2024,12,DOC_38382771
COMP_A,PLANT_5,MAT_00018,368.03,1320.46,EUR,INV,2024-08-29,CC_1009,PC_108,G/L_40031,VEND_10050,CUST_50092,2024,8,DOC_69957572
COMP_D,PLANT_4,MAT_00089,857.13,3603.85,EUR,SO,2024-11-10,CC_1008,PC_106,G/L_40003,,CUST_50097,2024,11,DOC_30680179
COMP_C,PLANT_3,MAT_00067,465.66,7787.07,EUR,GI,2024-07-07,CC_1009,PC_108,G/L_40039,,CUST_50063,2024,7,DOC_87266339
COMP_B,PLANT_2,MAT_00079,569.27,8112.17,EUR,GI,2025-06-26,CC_1009,PC_102,G/L_40039,,CUST_50024,2025,6,DOC_98956846
COMP_D,PLANT_4,MAT_00003,516.96,6277.65,EUR,GR,2023-07-11,CC_1010,PC_105,G/L_40038,VEND_10074,,2023,7,DOC_52172759
COMP_C,PLANT_5,MAT_00033,350.36,3219.93,EUR,SO,2023-07-29,CC_1011,PC_103,G/L_40071,,CUST_50024,2023,7,DOC_34034843
COMP_C,PLANT_2,MAT_00022,820.9,3497.94,EUR,PO,2024-04-14,CC_1010,PC_108,G/L_40036,VEND_10003,,2024,4,DOC_75280484
COMP_A,PLANT_1,MAT_00015,515.88,6231.46,EUR,GI,2024-11-01,CC_1019,PC_103,G/L_40008,,CUST_50090,2024,11,DOC_48313256
COMP_A,PLANT_2,MAT_00070,91.23,9434.43,EUR,SO,2024-05-14,CC_1014,PC_104,G/L_40096,,CUST_50012,2024,5,DOC_78048386
COMP_A,PLANT_2,MAT_00068,871.37,5940.97,EUR,GI,2023-10-17,CC_1019,PC_105,G/L_40039,,CUST_50092,2023,10,DOC_65290987
COMP_A,PLANT_5,MAT_00084,639.6,4582.99,EUR,GR,2025-07-01,CC_1009,PC_109,G/L_40055,VEND_10018,,2025,7,DOC_58525891
COMP_A,PLANT_5,MAT_00019,403.52,1342.83,EUR,INV,2023-10-13,CC_1012,PC_103,G/L_40086,VEND_10053,CUST_50049,2023,10,DOC_25151728
COMP_C,PLANT_2,MAT_00087,326.59,4743.24,EUR,INV,2025-04-05,CC_1011,PC_110,G/L_40018,VEND_10054,CUST_50085,2025,4,DOC_06417792
COMP_C,PLANT_3,MAT_00022,983.61,1216.5,EUR,PO,2025-02-11,CC_1011,PC_109,G/L_40068,VEND_10049,,2025,2,DOC_81462995
COMP_D,PLANT_2,MAT_00001,650.14,2026.75,EUR,PO,2024-04-13,CC_1013,PC_105,G/L_40034,VEND_10044,,2024,4,DOC_58628522
COMP_D,PLANT_4,MAT_00006,351.49,2168.29,EUR,INV,2024-09-05,CC_1006,PC_110,G/L_40026,VEND_10028,CUST_50088,2024,9,DOC_60086339
COMP_D,PLANT_4,MAT_00092,555.17,915.54,EUR,INV,2023-11-26,CC_1014,PC_107,G/L_40041,VEND_10067,CUST_50027,2023,11,DOC_90363064
COMP_A,PLANT_3,MAT_00027,66.71,9957.07,EUR,GR,2024-02-18,CC_1004,PC_103,G/L_40042,VEND_10046,,2024,2,DOC_88684758
COMP_C,PLANT_2,MAT_00081,610.99,6887.45,EUR,SO,2024-09-22,CC_1003,PC_106,G/L_40082,,CUST_50070,2024,9,DOC_72222455
COMP_D,PLANT_1,MAT_00077,402.82,4589.44,EUR,GR,2023-11-24,CC_1004,PC_102,G/L_40034,VEND_10050,,2023,11,DOC_67371389
COMP_A,PLANT_5,MAT_00019,385.11,6581.53,EUR,SO,2025-02-17,CC_1019,PC_106,G/L_40073,,CUST_50011,2025,2,DOC_36368183
COMP_A,PLANT_1,MAT_00053,708.39,3235.61,EUR,GI,2025-06-01,CC_1020,PC_103,G/L_40033,,CUST_50003,2025,6,DOC_80907826
COMP_D,PLANT_1,MAT_00053,671.82,653.83,EUR,SO,2025-01-28,CC_1012,PC_110,G/L_40047,,CUST_50081,2025,1,DOC_41927177
COMP_D,PLANT_1,MAT_00079,740.08,1224.1,EUR,PO,2025-06-21,CC_1003,PC_107,G/L_40062,VEND_10066,,2025,6,DOC_92994736
COMP_D,PLANT_4,MAT_00068,344.34,9245.44,EUR,GR,2023-09-03,CC_1008,PC_102,G/L_40003,VEND_10082,,2023,9,DOC_35050684
COMP_D,PLANT_3,MAT_00026,604.66,6231.22,EUR,GR,2024-03-30,CC_1015,PC_110,G/L_40049,VEND_10024,,2024,3,DOC_55561926
COMP_B,PLANT_3,MAT_00070,692.27,822.43,EUR,SO,2024-07-02,CC_1014,PC_109,G/L_40009,,CUST_50010,2024,7,DOC_15335601
COMP_A,PLANT_1,MAT_00097,368.36,8994.09,EUR,GR,2025-05-17,CC_1006,PC_107,G/L_40077,VEND_10059,,2025,5,DOC_35410068
COMP_B,PLANT_2,MAT_00075,555.27,5806.07,EUR,GR,2024-05-22,CC_1012,PC_108,G/L_40031,VEND_10016,,2024,5,DOC_52348968
COMP_B,PLANT_1,MAT_00040,162.17,391.91,EUR,SO,2024-07-02,CC_1020,PC_106,G/L_40031,,CUST_50010,2024,7,DOC_42614663
COMP_A,PLANT_5,MAT_00071,379.41,5579.87,EUR,SO,2025-05-28,CC_1002,PC_103,G/L_40099,,CUST_50014,2025,5,DOC_54631732
COMP_D,PLANT_5,MAT_00074,277.24,587.22,EUR,GR,2025-01-09,CC_1011,PC_104,G/L_40066,VEND_10006,,2025,1,DOC_77126920
COMP_D,PLANT_5,MAT_00023,983.11,1148.74,EUR,PO,2024-11-29,CC_1017,PC_101,G/L_40068,VEND_10073,,2024,11,DOC_96913780
COMP_A,PLANT_3,MAT_00002,323.43,8241.91,EUR,PO,2025-01-28,CC_1016,PC_104,G/L_40045,VEND_10022,,2025,1,DOC_13842073
COMP_A,PLANT_2,MAT_00008,756.31,2723.67,EUR,GI,2024-09-02,CC_1006,PC_101,G/L_40012,,CUST_50005,2024,9,DOC_87051093
COMP_A,PLANT_5,MAT_00091,971.72,5440.58,EUR,INV,2025-05-17,CC_1002,PC_104,G/L_40083,VEND_10044,CUST_50018,2025,5,DOC_96573896
COMP_C,PLANT_2,MAT_00052,460.03,2524.96,EUR,INV,2025-02-16,CC_1004,PC_110,G/L_40059,VEND_10076,CUST_50020,2025,2,DOC_07503916
COMP_C,PLANT_2,MAT_00056,585.46,5306.74,EUR,PO,2024-08-31,CC_1015,PC_108,G/L_40003,VEND_10009,,2024,8,DOC_64821775
COMP_D,PLANT_4,MAT_00027,980.06,8912.77,EUR,PO,2024-11-27,CC_1012,PC_110,G/L_40090,VEND_10006,,2024,11,DOC_90432141
COMP_D,PLANT_2,MAT_00010,431.34,6215.53,EUR,GI,2024-07-18,CC_1005,PC_109,G/L_40097,,CUST_50016,2024,7,DOC_66412718
COMP_A,PLANT_5,MAT_00097,91.68,9156.87,EUR,PO,2024-12-09,CC_1011,PC_104,G/L_40071,VEND_10074,,2024,12,DOC_72777245
COMP_B,PLANT_3,MAT_00012,17.23,2671.82,EUR,GR,2023-12-09,CC_1002,PC_102,G/L_40059,VEND_10018,,2023,12,DOC_37652166
COMP_A,PLANT_3,MAT_00030,377.44,2556.84,EUR,GR,2023-09-15,CC_1013,PC_110,G/L_40070,VEND_10083,,2023,9,DOC_94826624
COMP_D,PLANT_1,MAT_00045,688.31,1413.12,EUR,INV,2025-01-17,CC_1007,PC_106,G/L_40055,VEND_10087,CUST_50048,2025,1,DOC_36866039
COMP_A,PLANT_3,MAT_00038,402.24,6424.16,EUR,GI,2025-01-26,CC_1016,PC_110,G/L_40056,,CUST_50052,2025,1,DOC_97560958
COMP_A,PLANT_4,MAT_00050,603.81,5558.97,EUR,INV,2023-11-24,CC_1019,PC_110,G/L_40003,VEND_10006,CUST_50024,2023,11,DOC_83018815
COMP_D,PLANT_2,MAT_00019,514.76,4432.32,EUR,SO,2023-11-14,CC_1016,PC_102,G/L_40008,,CUST_50089,2023,11,DOC_91334025
COMP_B,PLANT_5,MAT_00080,218.56,1385.02,EUR,PO,2023-11-17,CC_1020,PC_108,G/L_40029,VEND_10080,,2023,11,DOC_32938573
COMP_A,PLANT_4,MAT_00037,54.16,8454.61,EUR,GR,2024-04-04,CC_1018,PC_110,G/L_40028,VEND_10023,,2024,4,DOC_94851047
COMP_C,PLANT_5,MAT_00025,254.45,8579.32,EUR,PO,2023-07-15,CC_1010,PC_110,G/L_40082,VEND_10066,,2023,7,DOC_69030260
COMP_B,PLANT_2,MAT_00057,700.75,7372.42,EUR,INV,2023-11-02,CC_1009,PC_105,G/L_40015,VEND_10002,CUST_50087,2023,11,DOC_69991935
COMP_D,PLANT_4,MAT_00086,196.49,942.45,EUR,GI,2025-03-07,CC_1015,PC_102,G/L_40089,,CUST_50002,2025,3,DOC_13514814
COMP_B,PLANT_3,MAT_00040,54.44,3258.97,EUR,PO,2024-06-03,CC_1001,PC_105,G/L_40012,VEND_10039,,2024,6,DOC_62066180
COMP_B,PLANT_1,MAT_00008,15.19,445.84,EUR,GI,2025-01-28,CC_1008,PC_103,G/L_40094,,CUST_50095,2025,1,DOC_54023544
COMP_D,PLANT_2,MAT_00037,636.33,8408.36,EUR,PO,2024-03-10,CC_1013,PC_106,G/L_40008,VEND_10070,,2024,3,DOC_23349850
COMP_A,PLANT_1,MAT_00057,637.15,1595.89,EUR,GR,2024-12-08,CC_1003,PC_108,G/L_40020,VEND_10063,,2024,12,DOC_98892862
COMP_C,PLANT_3,MAT_00037,125.06,1962.02,EUR,GI,2023-09-30,CC_1016,PC_107,G/L_40095,,CUST_50050,2023,9,DOC_43065649
COMP_A,PLANT_4,MAT_00088,262.91,7044.57,EUR,INV,2024-03-06,CC_1020,PC_101,G/L_40024,VEND_10024,CUST_50016,2024,3,DOC_64077148
COMP_A,PLANT_4,MAT_00025,63.31,3288.12,EUR,SO,2024-03-20,CC_1019,PC_109,G/L_40025,,CUST_50029,2024,3,DOC_33350320
COMP_C,PLANT_3,MAT_00025,920.02,552.57,EUR,INV,2025-05-29,CC_1007,PC_109,G/L_40099,VEND_10071,CUST_50095,2025,5,DOC_57096829
COMP_C,PLANT_5,MAT_00010,136.26,4403.21,EUR,GI,2024-02-05,CC_1005,PC_108,G/L_40056,,CUST_50056,2024,2,DOC_89796721
COMP_A,PLANT_2,MAT_00002,513.46,7353.19,EUR,SO,2023-07-10,CC_1018,PC_110,G/L_40050,,CUST_50029,2023,7,DOC_87597192
COMP_D,PLANT_2,MAT_00051,42.43,443.21,EUR,GI,2024-06-13,CC_1005,PC_102,G/L_40092,,CUST_50062,2024,6,DOC_78376490
COMP_D,PLANT_4,MAT_00022,573.28,6837.73,EUR,GI,2024-11-28,CC_1020,PC_109,G/L_40013,,CUST_50070,2024,11,DOC_34664290
COMP_A,PLANT_4,MAT_00058,287.87,2159.28,EUR,INV,2024-09-25,CC_1004,PC_105,G/L_40030,VEND_10014,CUST_50028,2024,9,DOC_99772134
COMP_C,PLANT_1,MAT_00044,732.14,8463.37,EUR,PO,2025-06-21,CC_1014,PC_103,G/L_40046,VEND_10052,,2025,6,DOC_10402248
COMP_D,PLANT_2,MAT_00038,584.97,5392.33,EUR,GR,2024-10-05,CC_1004,PC_104,G/L_40091,VEND_10088,,2024,10,DOC_28438220
COMP_D,PLANT_4,MAT_00056,376.38,7515.58,EUR,SO,2024-02-08,CC_1005,PC_105,G/L_40068,,CUST_50068,2024,2,DOC_75925883
COMP_C,PLANT_5,MAT_00039,9.05,311.62,EUR,GI,2024-02-22,CC_1009,PC_108,G/L_40034,,CUST_50038,2024,2,DOC_30163124
COMP_C,PLANT_2,MAT_00048,883.65,5822.43,EUR,INV,2024-09-12,CC_1005,PC_108,G/L_40059,VEND_10078,CUST_50041,2024,9,DOC_35395618
COMP_D,PLANT_4,MAT_00078,277.56,5652.17,EUR,INV,2025-02-10,CC_1013,PC_108,G/L_40039,VEND_10013,CUST_50039,2025,2,DOC_09454791
COMP_D,PLANT_4,MAT_00050,993.43,1223.6,EUR,INV,2025-02-24,CC_1006,PC_105,G/L_40059,VEND_10029,CUST_50086,2025,2,DOC_36158345
COMP_D,PLANT_3,MAT_00039,237.33,3289.19,EUR,PO,2023-11-10,CC_1008,PC_103,G/L_40093,VEND_10080,,2023,11,DOC_63844473
COMP_D,PLANT_2,MAT_00067,551.79,1096.17,EUR,GI,2023-09-07,CC_1012,PC_101,G/L_40056,,CUST_50025,2023,9,DOC_65042389
COMP_C,PLANT_1,MAT_00100,41.25,2188.14,EUR,GI,2024-05-08,CC_1002,PC_110,G/L_40057,,CUST_50084,2024,5,DOC_76974863
COMP_A,PLANT_3,MAT_00069,714.52,462.81,EUR,INV,2024-02-08,CC_1012,PC_110,G/L_40019,VEND_10039,CUST_50042,2024,2,DOC_39586569
COMP_A,PLANT_3,MAT_00083,25.7,4771.76,EUR,INV,2024-10-27,CC_1007,PC_102,G/L_40015,VEND_10081,CUST_50024,2024,10,DOC_91481001
COMP_B,PLANT_2,MAT_00030,260.51,8874.37,EUR,GR,2024-05-19,CC_1020,PC_110,G/L_40095,VEND_10035,,2024,5,DOC_82385293
COMP_C,PLANT_4,MAT_00093,26.06,7101.36,EUR,GR,2023-08-09,CC_1020,PC_109,G/L_40095,VEND_10012,,2023,8,DOC_20017400
COMP_A,PLANT_4,MAT_00003,702.38,8136.66,EUR,GI,2024-04-19,CC_1014,PC_104,G/L_40043,,CUST_50060,2024,4,DOC_83763647
COMP_A,PLANT_3,MAT_00021,642.97,3987.58,EUR,GR,2023-12-15,CC_1011,PC_110,G/L_40070,VEND_10046,,2023,12,DOC_20930101
COMP_D,PLANT_1,MAT_00067,421.75,8875.3,EUR,SO,2024-02-08,CC_1011,PC_109,G/L_40006,,CUST_50020,2024,2,DOC_94832536
COMP_B,PLANT_5,MAT_00043,916.17,4997.48,EUR,GI,2024-10-05,CC_1005,PC_108,G/L_40055,,CUST_50097,2024,10,DOC_68407693
COMP_C,PLANT_3,MAT_00014,971.43,8628.39,EUR,SO,2023-11-16,CC_1014,PC_105,G/L_40055,,CUST_50003,2023,11,DOC_96839529
COMP_B,PLANT_4,MAT_00078,695.54,4882.79,EUR,PO,2024-10-24,CC_1011,PC_109,G/L_40093,VEND_10001,,2024,10,DOC_45112865
COMP_B,PLANT_5,MAT_00086,24.92,9224.78,EUR,GI,2024-06-20,CC_1002,PC_104,G/L_40074,,CUST_50034,2024,6,DOC_43460988
COMP_C,PLANT_1,MAT_00046,295.32,6860.05,EUR,GR,2023-09-24,CC_1017,PC_103,G/L_40047,VEND_10073,,2023,9,DOC_02407009
COMP_D,PLANT_5,MAT_00094,602.77,5326.58,EUR,GI,2025-04-01,CC_1014,PC_107,G/L_40073,,CUST_50087,2025,4,DOC_82606823
COMP_B,PLANT_4,MAT_00081,345.27,7935.27,EUR,SO,2023-09-26,CC_1018,PC_101,G/L_40069,,CUST_50088,2023,9,DOC_86597379
COMP_C,PLANT_3,MAT_00082,251.18,4736.77,EUR,SO,2024-06-30,CC_1004,PC_101,G/L_40012,,CUST_50020,2024,6,DOC_82159138
COMP_B,PLANT_3,MAT_00004,287.97,8538.41,EUR,GI,2024-07-11,CC_1002,PC_108,G/L_40064,,CUST_50051,2024,7,DOC_64146555
COMP_D,PLANT_4,MAT_00050,287.01,9980.6,EUR,INV,2024-02-14,CC_1008,PC_101,G/L_40097,VEND_10095,CUST_50059,2024,2,DOC_44547076
COMP_C,PLANT_3,MAT_00002,880.76,5162.81,EUR,GI,2024-05-08,CC_1010,PC_102,G/L_40026,,CUST_50017,2024,5,DOC_38462444
COMP_C,PLANT_3,MAT_00070,599.67,7049.62,EUR,GI,2024-10-26,CC_1015,PC_104,G/L_40070,,CUST_50072,2024,10,DOC_51274798
COMP_C,PLANT_5,MAT_00042,606.08,5877.17,EUR,INV,2025-05-25,CC_1014,PC_103,G/L_40028,VEND_10028,CUST_50071,2025,5,DOC_29506039
COMP_C,PLANT_5,MAT_00058,525.48,518.79,EUR,SO,2024-08-11,CC_1006,PC_104,G/L_40095,,CUST_50030,2024,8,DOC_26399551
COMP_A,PLANT_1,MAT_00050,988.43,3764.7,EUR,PO,2024-11-09,CC_1004,PC_107,G/L_40009,VEND_10003,,2024,11,DOC_86817358
COMP_B,PLANT_3,MAT_00063,500.83,9665.12,EUR,GI,2024-07-12,CC_1012,PC_109,G/L_40086,,CUST_50072,2024,7,DOC_76212266
COMP_B,PLANT_3,MAT_00077,787.79,100.57,EUR,PO,2025-05-06,CC_1015,PC_106,G/L_40031,VEND_10001,,2025,5,DOC_69136388
COMP_B,PLANT_1,MAT_00003,643.39,9412.76,EUR,INV,2024-10-08,CC_1004,PC_103,G/L_40080,VEND_10070,CUST_50078,2024,10,DOC_80767703
COMP_D,PLANT_2,MAT_00009,163.57,9017.66,EUR,PO,2023-09-14,CC_1016,PC_101,G/L_40064,VEND_10001,,2023,9,DOC_35692282
COMP_B,PLANT_2,MAT_00093,478.87,6056.26,EUR,PO,2023-07-31,CC_1013,PC_109,G/L_40030,VEND_10032,,2023,7,DOC_63722653
COMP_A,PLANT_2,MAT_00054,508.53,835.42,EUR,GR,2023-10-20,CC_1011,PC_109,G/L_40035,VEND_10052,,2023,10,DOC_70709488
COMP_A,PLANT_2,MAT_00056,955.76,9495.48,EUR,INV,2024-05-07,CC_1018,PC_110,G/L_40013,VEND_10053,CUST_50004,2024,5,DOC_31442495
COMP_D,PLANT_2,MAT_00013,541.49,6993.57,EUR,SO,2024-06-01,CC_1002,PC_107,G/L_40032,,CUST_50072,2024,6,DOC_39176184
COMP_D,PLANT_5,MAT_00033,999.79,4111.99,EUR,INV,2024-03-13,CC_1003,PC_101,G/L_40032,VEND_10052,CUST_50026,2024,3,DOC_11414747
